date,year,scl_gate_pass,l2a_representative_status,l2a_product_id,l1c_pairing_status,source_l1c_product_id,atmospheric_correction_method,reflectance_quantity,acolite_product_directory_count,acolite_phase6a_alignment_status
2019-10-24,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-10-26,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-10-29,2019,True,frozen_representative,S2B_MSIL2A_20191029T102039_N0500_R065_T34VCM_20230614T232838,exact_unique,S2B_MSIL1C_20191029T102039_N0500_R065_T34VCM_20230614T174242,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2019-10-31,2019,True,frozen_representative,S2A_MSIL2A_20191031T101141_N0500_R022_T34VCM_20230527T114942,exact_unique,S2A_MSIL1C_20191031T101141_N0500_R022_T34VCM_20230527T075200,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2019-11-03,2019,True,frozen_representative,S2A_MSIL2A_20191103T102211_N0500_R065_T34VCM_20230610T094957,exact_unique,S2A_MSIL1C_20191103T102211_N0500_R065_T34VCM_20230609T192718,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2019-11-05,2019,True,frozen_representative,S2B_MSIL2A_20191105T101119_N0500_R022_T34VCM_20230707T155633,exact_unique,S2B_MSIL1C_20191105T101119_N0500_R022_T34VCM_20230706T195721,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2019-11-08,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-11-10,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-11-13,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-11-15,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-11-18,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-11-20,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-11-23,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-11-28,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-11-30,2019,True,frozen_representative,S2A_MSIL2A_20191130T101401_N0500_R022_T34VCM_20221220T104952,exact_unique,S2A_MSIL1C_20191130T101401_N0500_R022_T34VCM_20221220T095629,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2019-12-05,2019,True,frozen_representative,S2B_MSIL2A_20191205T101309_N0500_R022_T34VCM_20230619T055056,exact_unique,S2B_MSIL1C_20191205T101309_N0500_R022_T34VCM_20230618T044123,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2019-12-08,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-12-15,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-12-18,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-12-25,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2019-12-28,2019,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-01-04,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-01-07,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-01-14,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-01-17,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-01-19,2020,True,frozen_representative,S2A_MSIL2A_20200119T101331_N0500_R022_T34VCM_20230423T222528,exact_unique,S2A_MSIL1C_20200119T101331_N0500_R022_T34VCM_20230423T210432,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-01-22,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-01-24,2020,True,frozen_representative,S2B_MSIL2A_20200124T101219_N0500_R022_T34VCM_20230428T002112,exact_unique,S2B_MSIL1C_20200124T101219_N0500_R022_T34VCM_20230427T023015,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-01-27,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-01-29,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-02-01,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-02-03,2020,True,frozen_representative,S2B_MSIL2A_20200203T101129_N0500_R022_T34VCM_20230531T080341,exact_unique,S2B_MSIL1C_20200203T101129_N0500_R022_T34VCM_20230530T093722,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-02-06,2020,True,frozen_representative,S2B_MSIL2A_20200206T102109_N0500_R065_T34VCM_20230630T201033,exact_unique,S2B_MSIL1C_20200206T102109_N0500_R065_T34VCM_20230630T112541,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-02-08,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-02-11,2020,True,frozen_representative,S2A_MSIL2A_20200211T102141_N0500_R065_T34VCM_20230413T103023,exact_unique,S2A_MSIL1C_20200211T102141_N0500_R065_T34VCM_20230412T160729,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-02-13,2020,True,frozen_representative,S2B_MSIL2A_20200213T101029_N0500_R022_T34VCM_20230623T214154,exact_unique,S2B_MSIL1C_20200213T101029_N0500_R022_T34VCM_20230623T124248,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-02-16,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-02-18,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-02-21,2020,True,frozen_representative,S2A_MSIL2A_20200221T102041_N0500_R065_T34VCM_20230427T130209,exact_unique,S2A_MSIL1C_20200221T102041_N0500_R065_T34VCM_20230427T072627,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-02-23,2020,True,frozen_representative,S2B_MSIL2A_20200223T100919_N0500_R022_T34VCM_20230610T023041,exact_unique,S2B_MSIL1C_20200223T100919_N0500_R022_T34VCM_20230609T045354,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-02-26,2020,True,frozen_representative,S2B_MSIL2A_20200226T101909_N0500_R065_T34VCM_20230423T154511,exact_unique,S2B_MSIL1C_20200226T101909_N0500_R065_T34VCM_20230423T061550,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-02-28,2020,True,frozen_representative,S2A_MSIL2A_20200228T101021_N0500_R022_T34VCM_20230423T221510,exact_unique,S2A_MSIL1C_20200228T101021_N0500_R022_T34VCM_20230423T115912,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-03-02,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-03-04,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-03-07,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-03-09,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-03-12,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-03-14,2020,True,frozen_representative,S2B_MSIL2A_20200314T101019_N0500_R022_T34VCM_20230414T005822,exact_unique,S2B_MSIL1C_20200314T101019_N0500_R022_T34VCM_20230413T050119,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-03-17,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-03-19,2020,True,frozen_representative,S2A_MSIL2A_20200319T101021_N0500_R022_T34VCM_20230629T052326,exact_unique,S2A_MSIL1C_20200319T101021_N0500_R022_T34VCM_20230628T195927,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-03-22,2020,True,frozen_representative,S2A_MSIL2A_20200322T102021_N0500_R065_T34VCM_20230419T003850,exact_unique,S2A_MSIL1C_20200322T102021_N0500_R065_T34VCM_20230418T195020,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-03-24,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-03-27,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-03-29,2020,True,frozen_representative,S2A_MSIL2A_20200329T101021_N0500_R022_T34VCM_20230409T134022,exact_unique,S2A_MSIL1C_20200329T101021_N0500_R022_T34VCM_20230408T234207,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-04-01,2020,True,frozen_representative,S2A_MSIL2A_20200401T102021_N0500_R065_T34VCM_20230404T191257,exact_unique,S2A_MSIL1C_20200401T102021_N0500_R065_T34VCM_20230404T032154,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-04-03,2020,True,frozen_representative,S2B_MSIL2A_20200403T100549_N0500_R022_T34VCM_20230530T234318,exact_unique,S2B_MSIL1C_20200403T100549_N0500_R022_T34VCM_20230530T162052,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-04-06,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-04-08,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-04-11,2020,True,frozen_representative,S2A_MSIL2A_20200411T102021_N0500_R065_T34VCM_20230406T074601,exact_unique,S2A_MSIL1C_20200411T102021_N0500_R065_T34VCM_20230405T155520,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-04-13,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-04-16,2020,True,frozen_representative,S2B_MSIL2A_20200416T101549_N0500_R065_T34VCM_20230522T094018,exact_unique,S2B_MSIL1C_20200416T101549_N0500_R065_T34VCM_20230522T004845,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-04-18,2020,True,frozen_representative,S2A_MSIL2A_20200418T101031_N0500_R022_T34VCM_20230410T033739,exact_unique,S2A_MSIL1C_20200418T101031_N0500_R022_T34VCM_20230409T173732,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-04-21,2020,True,frozen_representative,S2A_MSIL2A_20200421T102021_N0500_R065_T34VCM_20230419T010724,exact_unique,S2A_MSIL1C_20200421T102021_N0500_R065_T34VCM_20230418T165644,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-04-23,2020,True,frozen_representative,S2B_MSIL2A_20200423T100549_N0500_R022_T34VCM_20230519T193533,exact_unique,S2B_MSIL1C_20200423T100549_N0500_R022_T34VCM_20230519T113250,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-04-26,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-04-28,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
